doy,doy_sin,Elevation_m,Latitude,Longitude,fsca,recon_swemean,recon_swe,TB10V_TB18V,TB18V_TB36V
91,71,3142,3537,6977,58,0,221,3.113251,12.78415
91,71,3844,3534,6975,83,242,376,3.142212,15.12451
91,71,3759,3531,6972,78,187,315,3.081161,14.09889
91,71,3027,3528,6970,51,82,154,2.612534,9.246246
91,71,2794,3526,6968,40,77,115,2.572754,7.7155
91,71,3516,3523,6965,82,206,336,3.119614,9.592377
91,71,3805,3520,6963,88,267,456,3.142212,10.35532
91,71,3748,3517,6960,87,337,572,2.453781,10.40948
91,71,4491,3585,7023,91,326,435,7.636047,17.90506
91,71,4646,3582,7020,92,363,489,7.998688,16.57632
91,71,4148,3579,7018,90,329,478,8.022369,17.68774
91,71,4308,3576,7015,89,378,548,7.677414,18.6825
91,71,4068,3573,7013,83,300,493,7.229492,19.09203
91,71,3393,3571,7010,77,207,422,6.829529,19.43484
91,71,3158,3568,7008,68,141,328,6.748596,19.75032
91,71,3164,3565,7005,57,0,245,6.384735,18.35822
91,71,2886,3562,7003,38,121,158,5.507401,18.12114
91,71,3018,3559,7000,55,168,278,4.963898,18.95752
91,71,3258,3557,6998,71,211,373,5.220566,18.86794
91,71,3360,3554,6995,63,155,263,4.831711,20.84778
91,71,3592,3551,6993,63,171,286,4.287262,22.56721
91,71,3452,3548,6990,61,155,265,4.211929,21.74362
91,71,3119,3545,6988,52,125,246,4.576782,17.94905
91,71,3701,3542,6986,68,167,309,4.845825,16.66396
91,71,3186,3540,6983,61,114,220,4.78157,14.28981
91,71,3740,3537,6981,71,123,230,4.829956,13.36902
91,71,3684,3534,6978,77,201,332,4.957886,14.49385
91,71,4373,3531,6976,86,207,323,5.075211,15.72641
91,71,3661,3528,6973,78,0,262,4.87355,12.04727
91,71,2792,3526,6971,29,0,66,4.52301,9.169342
91,71,3114,3523,6969,49,0,175,4.679276,9.783707
91,71,4141,3520,6966,82,231,388,5.03093,10.03941
91,71,4556,3585,7026,92,361,475,7.402588,19.04279
91,71,4216,3582,7024,92,421,582,7.806183,17.88531
91,71,4120,3579,7021,89,334,508,7.93541,17.41881
91,71,3697,3576,7019,89,373,600,7.917877,17.94963
91,71,3625,3573,7016,84,274,489,7.385406,17.82027
91,71,3327,3571,7014,75,251,466,7.017456,18.46779
91,71,3197,3568,7011,74,252,485,6.94548,17.57988
91,71,3188,3565,7009,71,281,496,6.54158,17.73393
91,71,3113,3562,7006,67,257,474,6.227844,17.2308
91,71,3177,3559,7004,68,211,426,5.74173,17.22733
91,71,3760,3557,7001,83,302,570,5.666779,17.93686
91,71,3693,3554,6999,85,267,495,5.406616,19.67375
91,71,3249,3551,6996,73,174,340,5.251678,21.5332
91,71,4072,3548,6994,77,206,360,5.176865,22.25691
91,71,3599,3545,6992,70,160,314,5.625397,19.37323
91,71,3823,3542,6989,71,184,332,5.825577,17.30327
91,71,4017,3540,6987,78,200,337,6.19989,15.92007
91,71,3670,3537,6984,72,164,272,5.994705,15.535
91,71,3913,3534,6982,79,173,285,6.233276,14.79962
91,71,4268,3531,6979,83,235,368,6.89502,15.60785
91,71,3990,3528,6977,80,127,245,6.735504,14.87222
91,71,2998,3526,6974,31,0,62,6.635452,9.493973
91,71,2968,3523,6972,38,61,114,6.187271,8.295822
91,71,3185,3520,6970,73,161,315,5.970444,10.28944
91,71,4113,3517,6967,86,309,496,5.924576,11.80879
91,71,4364,3582,7027,91,418,577,7.306992,19.84184
91,71,4021,3579,7025,93,463,666,7.694794,18.93935
91,71,3993,3576,7022,91,482,707,7.671204,18.08661
91,71,3641,3573,7020,86,426,675,7.369537,17.2021
91,71,3645,3571,7017,86,443,744,6.960876,17.06168
91,71,3516,3568,7015,83,365,623,6.930008,17.09766
91,71,3838,3565,7012,87,384,653,6.840454,16.35564
91,71,3663,3562,7010,84,331,588,6.308777,16.43393
91,71,3452,3559,7007,78,235,465,6.181137,16.51746
91,71,3834,3557,7005,82,265,534,6.013931,16.87573
91,71,4066,3554,7002,87,255,492,6.115997,18.20505
91,71,4027,3551,7000,82,222,415,6.493546,19.72346
91,71,3594,3548,6997,78,214,398,6.288849,21.0864
91,71,4421,3545,6995,83,237,424,6.528595,20.06432
91,71,3771,3542,6993,75,173,323,6.680099,17.71909
91,71,4474,3540,6990,83,245,410,6.159149,15.92215
91,71,4198,3537,6988,80,188,310,6.797821,16.29692
91,71,4482,3534,6985,86,228,356,7.006958,16.97876
91,71,4261,3531,6983,88,224,350,6.668365,16.73581
91,71,4316,3528,6980,87,227,353,7.874557,15.97467
91,71,3139,3526,6978,44,0,102,8.36203,12.60037
91,71,2871,3523,6976,40,60,131,7.963287,7.110153
91,71,3844,3520,6973,78,207,314,7.322403,9.287582
91,71,3747,3517,6971,88,343,565,7.351776,9.799225
91,71,4348,3576,7025,93,389,564,6.892212,18.34148
91,71,4297,3573,7023,89,385,579,7.002792,16.44875
91,71,3995,3571,7021,86,382,600,6.789185,16.00078
91,71,4163,3568,7018,84,306,518,6.704056,15.96831
91,71,4013,3565,7016,87,303,534,6.773346,15.67299
91,71,4344,3562,7013,87,293,518,6.502838,16.19492
91,71,4237,3559,7011,85,268,491,6.301208,16.29996
91,71,3521,3557,7008,78,204,414,6.252533,16.39589
91,71,4486,3554,7006,80,256,483,6.73317,16.72246
91,71,4220,3551,7003,84,316,584,6.980728,17.9469
91,71,4212,3548,7001,80,235,436,7.171219,19.32787
91,71,3937,3545,6998,81,238,468,6.693405,20.6644
91,71,4460,3542,6996,83,279,475,6.013458,20.22635
91,71,4139,3540,6994,85,276,496,6.604309,17.27766
91,71,4628,3537,6991,87,282,469,7.427917,15.05995
91,71,4286,3534,6989,89,276,435,8.002838,16.14207
91,71,4620,3531,6986,91,305,461,8.290543,16.93051
91,71,4516,3528,6984,90,269,419,7.858231,16.7117
91,71,3684,3526,6981,64,0,177,8.079453,15.66342
91,71,3246,3523,6979,53,0,148,8.992599,11.36783
91,71,3234,3520,6977,72,127,268,9.370316,10.3416
91,71,4317,3517,6974,88,270,442,8.78656,11.30983
91,71,4708,3573,7026,87,315,453,6.326889,16.59039
91,71,4483,3571,7024,87,310,455,6.471924,14.86922
91,71,4489,3568,7022,87,308,497,6.552444,14.85155
91,71,3952,3565,7019,88,256,481,6.554901,15.0246
91,71,4645,3562,7017,86,325,522,6.547302,15.37366
91,71,4516,3559,7014,85,285,474,6.349884,16.23692
91,71,4283,3557,7012,83,222,412,6.562363,16.39433
91,71,3705,3554,7009,79,244,536,6.735382,16.32185
91,71,4515,3551,7007,84,355,646,7.227859,16.45499
91,71,4411,3548,7004,84,327,584,6.53685,18.11784
91,71,3839,3545,7002,85,256,565,5.977066,19.97267
91,71,4350,3542,6999,83,320,575,6.411942,20.12996
91,71,4466,3540,6997,86,327,583,6.719635,18.83972
91,71,4379,3537,6995,88,377,637,7.469009,16.60655
91,71,4657,3534,6992,90,328,505,8.4505,14.26845
91,71,4366,3531,6990,90,309,487,8.466187,14.55244
91,71,4203,3528,6987,86,252,415,9.100372,16.42276
91,71,3855,3526,6985,73,0,225,9.21344,15.41205
91,71,3169,3523,6982,50,0,142,8.308441,14.3985
91,71,3656,3520,6980,73,103,238,9.427475,12.96617
91,71,3590,3517,6978,85,205,387,9.26561,14.25671
91,71,4318,3514,6975,88,247,414,9.210678,13.95119
91,71,4588,3568,7025,89,348,481,6.699158,12.58968
91,71,4541,3565,7023,90,384,542,6.361374,12.49379
91,71,4124,3562,7020,87,353,611,6.520111,13.03281
91,71,4839,3559,7018,84,334,484,6.223495,15.36185
91,71,4660,3557,7015,83,267,410,6.272003,16.87492
91,71,4089,3554,7013,86,235,492,6.651459,16.95813
91,71,3941,3551,7010,84,347,713,6.462479,16.90123
91,71,4421,3548,7008,88,493,861,6.295456,17.16306
91,71,4254,3545,7005,87,480,886,5.961243,17.52565
91,71,4005,3542,7003,86,399,800,6.083954,18.17247
91,71,4135,3540,7000,89,457,819,6.569778,18.18257
91,71,4518,3531,6993,90,312,495,8.880646,13.93973
91,71,3833,3528,6991,83,159,327,9.204224,14.90234
91,71,3424,3526,6988,67,106,268,9.490891,17.97063
91,71,3277,3523,6986,65,96,221,9.893234,15.81332
91,71,3805,3520,6983,81,147,318,8.781052,15.23598
91,71,4031,3517,6981,88,187,354,8.662842,15.27995
91,71,3853,3514,6979,92,279,497,8.624863,15.25563
91,71,4225,3559,7021,85,402,702,6.033157,13.76128
91,71,4592,3554,7016,86,284,473,6.435547,18.00357
91,71,4070,3551,7014,86,301,593,6.496704,17.84113
91,71,4214,3548,7011,88,510,901,6.267197,17.13956
91,71,4084,3528,6994,89,191,362,9.295685,14.24042
91,71,4013,3526,6992,88,200,384,10.18211,14.73564
91,71,3888,3523,6989,86,167,346,9.567902,17.63455
91,71,3800,3520,6987,85,187,389,10.23198,17.50381
91,71,4315,3517,6984,91,224,439,8.909409,17.59062
91,71,4403,3514,6982,92,258,497,8.521011,16.8405
91,71,4211,3512,6980,92,270,515,8.081329,16.07751
91,71,4565,3551,7017,88,369,634,5.940567,16.87434
91,71,4290,3548,7015,89,470,827,6.00502,17.81073
91,71,4506,3528,6998,92,259,482,7.844147,14.63992
91,71,4326,3526,6995,92,251,471,9.623474,15.29597
91,71,4097,3523,6993,91,206,406,10.30927,15.64911
91,71,4169,3520,6990,91,198,393,9.840469,16.16856
91,71,4166,3517,6988,92,278,544,9.786118,17.73744
91,71,4426,3514,6985,92,310,594,9.368515,14.9061
91,71,4373,3509,6981,90,280,560,7.92543,17.56046
91,71,4439,3526,6999,93,312,617,7.678116,15.37036
91,71,4521,3523,6996,93,275,541,9.112289,16.57199
91,71,4354,3520,6994,93,278,532,10.28101,16.44733
91,71,4339,3517,6991,93,276,545,9.771149,16.50902
91,71,4252,3514,6989,94,388,721,9.426895,16.01711
92,71,4229,3540,6928,86,470,696,6.078217,12.85191
92,71,4045,3540,6931,86,473,671,5.416382,14.66089
92,71,4261,3537,6929,91,490,674,5.55867,14.21396
92,71,3933,3534,6927,91,391,593,4.753906,13.59502
92,71,4215,3542,6937,86,446,641,3.967209,12.7211
92,71,4199,3540,6935,85,445,614,5.081711,15.35283
92,71,3979,3537,6932,88,496,670,5.629395,14.68753
92,71,4160,3534,6930,92,402,582,4.464798,13.83983
92,71,3372,3531,6928,85,275,525,4.796677,11.70888
92,71,4255,3542,6941,85,388,528,4.305374,14.50163
92,71,4185,3540,6938,83,464,617,4.386017,16.58052
92,71,4076,3537,6936,88,401,534,4.821045,16.02284
92,71,3822,3534,6934,88,378,539,4.435318,12.52118
92,71,3741,3531,6931,82,250,427,4.077393,12.22054
92,71,3121,3528,6929,73,0,370,3.9198,10.54868
92,71,3051,3526,6926,67,0,290,2.95993,6.537537
92,71,4252,3545,6947,85,396,563,4.598297,11.40796
92,71,4348,3542,6944,89,408,546,4.147537,15.38506
92,71,3941,3540,6942,84,385,524,4.009094,16.89482
92,71,4294,3537,6939,91,442,584,4.230942,14.93221
92,71,3914,3534,6937,87,327,462,4.065872,14.33929
92,71,3235,3531,6935,78,244,390,3.723373,10.59883
92,71,2987,3528,6932,63,0,262,3.068771,9.856781
92,71,2833,3526,6930,57,0,184,2.599106,6.966583
92,71,2785,3523,6927,46,0,189,1.424011,3.347168
92,71,4059,3545,6950,87,346,492,4.131561,14.092
92,71,4211,3542,6948,90,479,638,3.828766,16.7048
92,71,3948,3540,6945,89,301,424,3.875565,17.18486
92,71,4040,3537,6943,89,407,548,3.802414,14.54688
92,71,3922,3534,6940,89,298,417,3.450836,12.42906
92,71,3741,3531,6938,81,241,355,3.149872,11.75136
92,71,3162,3528,6936,70,164,326,2.367447,8.71785
92,71,2721,3526,6933,52,0,159,1.38945,6.133972
92,71,2411,3523,6931,27,0,76,1.27742,3.064621
92,71,2216,3520,6928,7,0,19,-0.07254028,0.5744629
92,71,2127,3517,6926,2,0,5,-0.8656616,-2.339569
92,71,4358,3545,6954,88,339,474,3.418671,16.67639
92,71,3745,3542,6951,90,338,471,2.776413,17.49968
92,71,4042,3540,6949,89,309,435,3.484283,16.72482
92,71,3376,3537,6946,77,192,313,3.310898,15.30499
92,71,3767,3534,6944,85,220,329,3.00882,10.71263
92,71,3205,3531,6941,73,151,244,2.356552,8.58226
92,71,3092,3528,6939,62,0,194,1.588806,5.757996
92,71,2660,3526,6937,31,0,84,1.067963,5.500046
92,71,2194,3523,6934,7,0,17,0.1914368,3.27153
92,71,1992,3520,6932,1,0,1,-0.3399963,1.140533
92,71,1911,3517,6929,2,0,2,-0.616394,-1.840515
92,71,4375,3545,6957,89,393,492,2.831528,19.38892
92,71,4062,3542,6955,90,228,314,2.004181,18.55637
92,71,3851,3540,6952,88,246,356,2.053482,15.30315
92,71,3490,3537,6950,76,109,225,2.401276,10.59502
92,71,3171,3534,6947,64,147,206,2.014328,8.922943
92,71,3174,3531,6945,67,0,188,1.728622,5.276642
92,71,2838,3528,6942,48,0,115,1.068909,4.226974
92,71,2367,3526,6940,16,0,39,0.2039795,3.02533
92,71,1952,3523,6938,1,0,1,-0.04718018,2.202332
92,71,2039,3520,6935,3,0,3,-1.302399,1.930679
92,71,4449,3571,6982,89,392,550,7.554306,18.75555
92,71,3860,3568,6980,89,330,572,7.574371,18.83493
92,71,4648,3548,6963,92,342,374,3.242615,19.69691
92,71,4428,3545,6960,90,345,423,2.197693,20.16437
92,71,4290,3542,6958,88,260,373,1.403564,17.67191
92,71,3429,3540,6956,80,131,233,1.517487,14.7021
92,71,3674,3537,6953,79,119,253,1.535126,9.666718
92,71,2779,3534,6951,47,0,102,1.357605,5.339142
92,71,2972,3531,6948,46,0,99,1.149704,2.956558
92,71,2581,3528,6946,32,0,50,0.3698425,0.8999634
92,71,2222,3526,6944,9,0,14,-0.1507263,0.4685364
92,71,1910,3523,6941,0,0,0,-0.8760529,0.6055298
92,71,2098,3520,6939,5,0,8,-1.335083,1.416977
92,71,4569,3576,6991,86,434,589,6.69928,14.8557
92,71,4334,3571,6986,90,442,608,6.876144,19.51332
92,71,4013,3568,6983,91,334,532,7.02887,19.96671
92,71,3640,3565,6981,95,417,654,6.234177,20.90897
92,71,4025,3562,6979,92,404,606,5.559784,19.78581
92,71,4420,3551,6969,92,360,495,3.55751,18.09349
92,71,4273,3548,6966,89,347,472,2.740921,19.50931
92,71,4412,3545,6964,87,285,394,1.728027,19.42163
92,71,3712,3542,6961,89,194,339,0.8224182,16.72116
92,71,3380,3540,6959,70,0,186,0.751297,16.1701
92,71,3125,3537,6957,59,0,160,0.9586182,7.90506
92,71,2763,3534,6954,32,0,54,0.7093964,4.415237
92,71,2277,3531,6952,8,0,13,0.1352234,2.634949
92,71,2182,3528,6949,5,0,8,-0.2489014,0.9332275
92,71,2025,3526,6947,2,0,5,-0.6185455,-0.2762299
92,71,2031,3523,6945,2,0,4,-0.5126343,-0.6395874
92,71,2229,3520,6942,13,0,21,-1.231842,0.9010925
