doy,doy_sin,Elevation_m,Latitude,Longitude,fsca,recon_swemean,recon_swe,TB10V_TB18V,TB18V_TB36V
91,71,3952,3565,7019,81,304,94,9.085144,16.8743
91,71,4645,3562,7017,88,374,134,8.881134,17.49326
91,71,4516,3559,7014,89,332,101,8.866943,16.65819
91,71,4283,3557,7012,78,264,78,8.721024,17.94508
91,71,3705,3554,7009,73,296,118,8.142273,17.24408
91,71,4515,3551,7007,87,413,180,8.163544,15.99701
91,71,4411,3548,7004,89,379,162,7.968658,15.98782
91,71,3839,3545,7002,82,313,113,8.482193,15.98026
91,71,4350,3542,6999,86,371,169,9.306747,15.52687
91,71,4466,3540,6997,91,377,182,9.688263,15.49942
91,71,4379,3537,6995,91,428,230,10.60396,15.16856
91,71,4657,3534,6992,93,368,188,11.2469,13.54263
91,71,4366,3531,6990,94,346,191,11.4765,13.31738
91,71,4203,3528,6987,89,283,170,11.38739,14.49512
91,71,3855,3526,6985,68,0,69,10.6837,14.51544
91,71,3169,3523,6982,32,0,22,10.50635,13.88824
91,71,3656,3520,6980,56,124,66,10.96796,13.34375
91,71,3590,3517,6978,77,233,158,9.984238,13.06392
91,71,4318,3514,6975,87,272,214,9.626663,13.01212
91,71,4588,3568,7025,85,388,161,7.050659,14.38498
91,71,4541,3565,7023,83,427,191,8.141632,14.75644
91,71,4124,3562,7020,83,410,155,8.834396,16.20105
91,71,4839,3559,7018,86,377,143,9.041428,17.11771
91,71,4660,3557,7015,85,307,98,9.148804,16.37149
91,71,4089,3554,7013,76,284,102,9.242447,15.62747
91,71,3941,3551,7010,77,413,187,8.778961,15.50121
91,71,4421,3548,7008,91,564,289,8.532318,15.00447
91,71,4254,3545,7005,90,554,292,9.154816,15.37059
91,71,4005,3542,7003,88,470,235,9.572739,16.11986
91,71,4135,3540,7000,92,523,291,10.46086,16.72221
91,71,4518,3531,6993,94,350,189,12.30399,16.33142
91,71,3833,3528,6991,77,188,92,12.39545,15.99918
91,71,3424,3526,6988,45,130,41,12.2263,14.85291
91,71,3277,3523,6986,41,115,42,12.01999,16.13617
91,71,3805,3520,6983,68,173,114,11.76517,16.2394
91,71,4031,3517,6981,82,213,143,11.74725,16.99045
91,71,3853,3514,6979,86,316,209,11.48674,17.57011
91,71,4225,3559,7021,85,464,211,8.431686,19.02808
91,71,4592,3554,7016,86,329,114,9.088806,16.62149
91,71,4070,3551,7014,80,356,159,9.241486,15.47533
91,71,4214,3548,7011,86,583,316,8.892593,15.70258
91,71,4084,3528,6994,88,222,117,12.64815,19.38475
91,71,4013,3526,6992,77,231,137,13.2972,17.89761
91,71,3888,3523,6989,73,196,118,12.96706,17.3217
91,71,3800,3520,6987,75,216,156,13.20477,19.35721
91,71,4315,3517,6984,88,256,187,12.02808,20.71332
91,71,4403,3514,6982,91,294,207,12.04388,21.40158
91,71,4211,3512,6980,90,306,228,11.48015,20.94974
91,71,4565,3551,7017,87,424,195,8.857147,16.90509
91,71,4290,3548,7015,87,537,292,8.75975,16.19601
91,71,4506,3528,6998,94,300,157,11.31483,22.65096
91,71,4326,3526,6995,89,288,175,12.50543,22.21664
91,71,4097,3523,6993,90,239,145,13.40143,20.12157
91,71,4169,3520,6990,87,227,159,13.49687,22.59715
91,71,4166,3517,6988,91,316,237,12.65842,24.44519
91,71,4426,3514,6985,94,350,271,11.88336,23.68207
91,71,4373,3509,6981,89,319,247,10.63965,24.81158
91,71,4439,3526,6999,94,362,213,10.54808,25.34769
91,71,4521,3523,6996,93,317,199,11.29744,25.42053
91,71,4354,3520,6994,92,316,222,12.94844,26.55991
91,71,4339,3517,6991,95,315,238,12.80214,28.58128
91,71,4252,3514,6989,94,433,357,12.10524,27.41133
92,71,4229,3540,6928,90,504,423,8.086533,11.82143
92,71,4045,3540,6931,89,503,431,8.303986,11.78247
92,71,4261,3537,6929,94,518,445,9.122467,17.35039
92,71,3933,3534,6927,90,418,378,8.930679,25.99208
92,71,4215,3542,6937,92,476,400,7.242691,12.95412
92,71,4199,3540,6935,91,473,386,8.524399,14.56638
92,71,3979,3537,6932,94,522,460,8.909912,15.52368
92,71,4160,3534,6930,91,430,362,8.986755,21.8002
92,71,3372,3531,6928,79,305,291,8.940308,26.85602
92,71,4255,3542,6941,90,412,332,7.05896,14.14917
92,71,4185,3540,6938,92,489,414,7.874557,16.62302
92,71,4076,3537,6936,90,424,351,8.540207,17.6084
92,71,3822,3534,6934,87,402,349,8.436539,19.31548
92,71,3741,3531,6931,81,270,264,8.315323,23.34996
92,71,3121,3528,6929,65,0,202,6.885422,28.29599
92,71,3051,3526,6926,53,0,120,5.631302,24.8206
92,71,4252,3545,6947,89,426,326,6.074875,12.10324
92,71,4348,3542,6944,89,434,342,6.624954,15.95314
92,71,3941,3540,6942,91,408,337,7.202286,17.85693
92,71,4294,3537,6939,94,466,392,7.548386,19.12657
92,71,3914,3534,6937,87,347,303,7.592072,20.5529
92,71,3235,3531,6935,76,264,236,7.513214,21.86203
92,71,2987,3528,6932,55,0,113,6.001663,22.08063
92,71,2833,3526,6930,41,0,66,5.16127,23.50771
92,71,2785,3523,6927,36,0,68,3.546234,19.12289
92,71,4059,3545,6950,89,373,278,6.093811,11.0704
92,71,4211,3542,6948,93,508,411,6.113708,15.6076
92,71,3948,3540,6945,90,322,253,6.400452,18.8394
92,71,4040,3537,6943,92,431,363,6.621429,21.19547
92,71,3922,3534,6940,90,315,275,6.421204,22.65448
92,71,3741,3531,6938,84,255,241,6.434143,21.56203
92,71,3162,3528,6936,72,178,194,5.423599,18.24403
92,71,2721,3526,6933,40,0,47,4.320343,12.28885
92,71,2411,3523,6931,15,0,12,3.077332,14.0562
92,71,2216,3520,6928,3,0,0,1.541901,10.55402
