doy,doy_sin,Elevation_m,Latitude,Longitude,fsca,recon_swemean,recon_swe,TB10V_TB18V,TB18V_TB36V
91,71,3125,3537,6957,50,0,86,5.750351,19.00404
91,71,2763,3534,6954,22,0,17,5.270157,15.68498
91,71,2277,3531,6952,5,0,3,4.918304,14.899
91,71,2182,3528,6949,0,0,0,4.778458,13.93959
91,71,2025,3526,6947,0,0,0,4.328354,12.91513
91,71,2031,3523,6945,0,0,0,3.82962,10.13492
91,71,2229,3520,6942,3,0,2,2.711914,8.967468
91,71,4546,3579,6997,93,432,623,10.59387,17.19116
91,71,4426,3576,6994,95,485,655,10.25717,18.96767
91,71,4540,3573,6992,96,444,613,10.08798,20.00398
91,71,4442,3571,6989,94,389,543,9.566818,22.53775
91,71,3963,3568,6987,92,304,392,8.781418,26.10315
91,71,3446,3565,6984,84,278,333,8.248734,28.43677
91,71,3970,3562,6982,93,394,488,7.473251,29.9185
91,71,4026,3559,6980,95,421,581,7.152313,29.07147
91,71,4333,3554,6975,94,413,599,6.390945,27.00531
91,71,4043,3551,6972,88,295,443,6.107117,25.26562
91,71,4300,3548,6970,90,295,426,5.999527,23.38007
91,71,3712,3545,6967,86,203,271,5.583435,22.98825
91,71,3650,3542,6965,76,0,172,5.489685,21.75165
91,71,2913,3540,6962,37,0,48,5.059448,20.64995
91,71,2713,3537,6960,19,0,18,4.59082,18.54616
91,71,2294,3534,6958,3,0,3,4.574097,14.74567
91,71,2333,3531,6955,2,0,2,4.245804,13.71356
91,71,2312,3528,6953,2,0,2,4.284454,15.73376
91,71,2240,3526,6950,5,0,7,4.162323,18.71451
91,71,2435,3523,6948,6,0,5,4.094421,19.15707
91,71,2426,3520,6946,10,0,9,3.595703,17.37558
91,71,2633,3517,6943,34,0,55,3.416031,13.39357
91,71,4543,3579,7000,94,418,597,10.34518,18.5257
91,71,4291,3576,6998,92,421,566,9.976608,18.92349
91,71,4343,3573,6995,92,460,566,9.648376,21.09421
91,71,4274,3571,6993,92,344,465,9.055908,23.72432
91,71,3807,3568,6990,90,246,271,8.477295,26.73482
91,71,3370,3565,6988,77,182,192,7.88266,29.88283
91,71,3721,3562,6985,84,283,314,7.071564,31.12503
91,71,3652,3559,6983,90,305,380,6.978195,30.45844
91,71,4180,3557,6981,91,393,526,6.137268,28.69035
91,71,4365,3554,6978,89,298,455,6.190704,25.69916
91,71,3789,3551,6976,86,184,258,5.87059,24.56061
91,71,3576,3548,6973,81,183,235,5.312592,22.06897
91,71,3557,3545,6971,76,0,145,5.186081,21.11829
91,71,3064,3542,6968,53,0,77,5.079636,20.24306
91,71,2893,3540,6966,30,0,34,4.838715,18.36594
91,71,2449,3537,6964,5,0,2,4.511826,17.51659
91,71,2355,3534,6961,5,0,4,3.816071,14.71362
91,71,2737,3531,6959,22,0,24,3.869644,13.12344
91,71,2768,3528,6956,29,75,44,4.22261,15.14389
91,71,2949,3526,6954,48,90,105,4.014648,20.98503
91,71,2503,3523,6951,18,0,32,4.368469,25.98326
91,71,2777,3520,6949,28,0,34,4.33786,28.02884
91,71,2954,3517,6947,58,106,122,4.530762,23.40277
91,71,4590,3579,7004,95,372,574,10.63373,18.2997
91,71,4638,3576,7001,93,366,553,9.955078,19.65045
91,71,4088,3573,6999,92,364,467,9.320389,22.93378
91,71,3996,3571,6996,91,325,379,8.942108,25.80093
91,71,3502,3568,6994,89,199,227,8.261475,28.92044
91,71,3206,3565,6991,72,154,161,7.922333,31.19099
91,71,3128,3562,6989,56,0,152,7.186386,33.37228
91,71,3599,3559,6986,75,0,190,6.959381,32.37051
91,71,3356,3557,6984,77,0,232,6.477112,29.7106
91,71,3874,3554,6982,87,275,354,6.302734,25.58894
91,71,3405,3551,6979,82,0,161,6.106354,22.31097
91,71,3059,3548,6977,57,0,80,5.870728,20.4796
91,71,3041,3545,6974,34,0,38,4.915512,19.2021
91,71,2655,3542,6972,12,0,11,5.008026,19.05609
91,71,2482,3540,6969,7,0,8,5.074829,17.9422
91,71,2469,3537,6967,7,0,15,4.704453,19.0817
91,71,2516,3534,6965,16,0,32,4.46701,16.97388
91,71,2686,3531,6962,19,0,22,3.942291,16.02975
91,71,3273,3528,6960,61,110,117,4.323822,13.93831
91,71,3448,3526,6957,80,149,228,4.592178,19.67752
91,71,3093,3523,6955,53,103,129,4.715698,26.30307
91,71,2834,3520,6952,40,62,67,5.016678,30.9521
91,71,4518,3579,7007,94,394,589,10.89784,18.70529
91,71,4373,3576,7005,92,350,486,10.27127,21.8367
91,71,4467,3573,7002,94,361,510,9.563187,24.41884
91,71,3942,3571,7000,95,369,433,8.856018,27.55121
91,71,3547,3568,6997,93,303,306,8.391266,30.43625
91,71,3345,3565,6995,82,241,253,8.09993,33.15097
91,71,3275,3562,6992,68,202,179,7.569763,35.80823
91,71,2997,3559,6990,52,0,111,7.675186,34.151
91,71,3105,3557,6987,45,0,94,7.077454,30.94891
91,71,3312,3554,6985,63,0,194,6.953568,27.0941
91,71,3109,3551,6983,59,0,98,6.740341,22.31007
91,71,2763,3548,6980,19,0,27,6.628326,19.34514
91,71,2476,3545,6978,5,0,9,6.238312,17.61215
91,71,2518,3542,6975,9,0,15,5.636017,18.96274
91,71,2764,3540,6973,24,119,58,5.549347,21.5593
91,71,2681,3537,6970,29,0,67,5.529144,22.51846
91,71,3215,3534,6968,53,101,137,5.212738,21.12065
91,71,2581,3531,6966,17,83,35,4.913528,17.74701
91,71,2831,3528,6963,27,0,38,5.023849,18.14828
91,71,3183,3526,6961,47,0,93,5.059677,20.62274
91,71,3429,3523,6958,66,0,131,5.343872,26.06136
91,71,3300,3520,6956,66,107,163,5.726456,31.07916
91,71,3361,3517,6954,83,228,302,5.589706,33.90341
91,71,4677,3582,7013,93,379,598,11.67548,15.50439
91,71,4579,3579,7011,93,397,573,11.20244,18.23686
91,71,4080,3576,7008,92,381,446,10.59091,22.12706
91,71,4213,3573,7006,96,422,487,9.998062,26.49307
91,71,4186,3571,7003,94,306,394,9.259979,30.68655
91,71,3779,3568,7001,95,315,302,8.593521,32.80981
91,71,3726,3565,6998,93,327,331,8.416428,33.79964
91,71,3507,3562,6996,80,157,206,8.049637,35.70395
91,71,3095,3559,6993,35,0,64,8.420288,34.93883
91,71,2761,3557,6991,14,0,22,8.269516,33.11742
91,71,2701,3554,6988,21,0,44,8.05423,27.78165
91,71,2740,3551,6986,13,0,24,7.723022,24.79024
91,71,2668,3548,6984,6,0,11,7.714874,21.35422
91,71,3010,3545,6981,35,107,90,7.573792,19.02899
91,71,2946,3542,6979,29,69,52,7.191467,17.87601
91,71,2776,3540,6976,35,0,71,6.835632,20.47339
91,71,3311,3537,6974,60,137,149,6.466171,24.26636
91,71,3325,3534,6971,77,210,251,6.326874,26.34044
91,71,3216,3531,6969,61,0,164,6.040146,21.47244
91,71,2537,3528,6967,9,0,10,6.01593,17.98116
91,71,2712,3526,6964,12,0,19,6.100967,20.96201
91,71,3023,3523,6962,54,124,127,6.039597,24.63148
91,71,3288,3520,6959,81,196,288,6.400101,30.62541
91,71,3893,3517,6957,89,265,365,6.486954,32.6256
91,71,4769,3587,7022,96,342,494,11.79718,20.88544
91,71,4737,3585,7019,95,391,577,12.18582,16.70363
91,71,4561,3582,7017,94,363,546,11.94131,15.54893
91,71,4390,3579,7014,94,370,488,11.57497,16.46036
91,71,4432,3576,7012,95,390,509,11.06734,20.42079
91,71,3749,3573,7009,93,346,404,10.30878,27.08899
91,71,3813,3571,7007,92,263,294,9.658127,32.45241
91,71,3486,3568,7004,84,0,220,8.975418,35.79083
91,71,3701,3565,7002,83,0,243,8.823746,34.71219
91,71,3199,3562,6999,44,0,93,8.558441,34.51587
91,71,2901,3559,6997,17,86,32,8.970886,34.21933
91,71,2875,3557,6994,31,92,80,9.266876,33.86356
91,71,3040,3554,6992,43,131,120,9.482437,33.38289
91,71,2988,3551,6989,41,115,129,9.247849,28.02869
91,71,2801,3548,6987,28,0,70,9.107483,25.55457
91,71,3444,3545,6985,63,171,198,9.072235,21.97424
91,71,3018,3542,6982,44,0,118,8.65657,20.02632
91,71,3418,3540,6980,51,92,122,8.398361,19.53311
91,71,3142,3537,6977,55,0,146,8.036133,22.95047
91,71,3844,3534,6975,89,249,317,7.667099,25.74202
91,71,3759,3531,6972,80,192,269,7.157486,26.85948
91,71,3027,3528,6970,47,84,115,7.043015,20.71292
91,71,2794,3526,6968,31,85,65,6.792175,20.18604
91,71,3516,3523,6965,80,209,279,7.259796,22.54245
91,71,3805,3520,6963,91,276,389,7.526123,27.18318
91,71,3748,3517,6960,88,347,494,7.470901,29.81235
91,71,4491,3585,7023,95,322,464,11.99316,19.41719
91,71,4646,3582,7020,95,361,509,12.0632,16.05101
91,71,4148,3579,7018,93,336,425,11.82976,16.33182
91,71,4308,3576,7015,94,387,475,11.28819,18.3101
91,71,4068,3573,7013,91,313,393,10.80449,24.07904
91,71,3393,3571,7010,80,228,257,10.0744,31.33954
91,71,3158,3568,7008,61,163,154,9.376511,35.49245
91,71,3164,3565,7005,51,0,122,9.290619,36.11253
91,71,2886,3562,7003,26,124,64,9.105713,34.95813
91,71,3018,3559,7000,48,183,162,9.524124,33.64581
91,71,3258,3557,6998,71,225,265,9.952454,33.306
91,71,3360,3554,6995,65,161,213,10.52588,33.36435
91,71,3592,3551,6993,63,179,225,10.88171,32.58548
91,71,3452,3548,6990,65,162,220,10.65875,29.81854
91,71,3119,3545,6988,50,128,170,10.67987,26.10745
91,71,3701,3542,6986,69,175,246,10.35684,23.64279
91,71,3186,3540,6983,61,118,188,9.689056,21.5773
91,71,3740,3537,6981,70,127,196,9.524261,20.76886
91,71,3684,3534,6978,80,208,278,9.278687,23.35667
91,71,4373,3531,6976,89,209,306,8.664658,26.35878
91,71,3661,3528,6973,79,0,205,8.327179,24.24054
91,71,2792,3526,6971,22,0,31,8.040192,21.54695
91,71,3114,3523,6969,41,0,119,8.106354,20.27541
91,71,4141,3520,6966,81,241,313,8.942184,24.20454
91,71,4556,3585,7026,95,359,490,12.00403,20.79118
91,71,4216,3582,7024,94,430,516,11.9655,18.50496
91,71,4120,3579,7021,90,346,413,11.82855,17.56903
91,71,3697,3576,7019,92,394,433,11.37978,18.45486
91,71,3625,3573,7016,86,295,320,10.98116,21.73895
91,71,3327,3571,7014,72,274,284,10.63939,27.0336
91,71,3197,3568,7011,70,280,266,9.925461,33.26553
91,71,3188,3565,7009,70,309,275,9.717834,34.89478
91,71,3113,3562,7006,64,282,265,9.653046,34.92691
91,71,3177,3559,7004,67,232,256,10.04193,33.59349
91,71,3760,3557,7001,90,325,379,10.62845,32.32779
91,71,3693,3554,6999,86,285,351,11.48343,31.97122
91,71,3249,3551,6996,70,185,252,11.95239,32.33997
91,71,4072,3548,6994,81,214,293,12.06503,31.25252
91,71,3599,3545,6992,72,169,246,12.0744,28.79897
91,71,3823,3542,6989,72,191,276,11.87331,24.97035
91,71,4017,3540,6987,83,204,304,11.46823,22.94052
91,71,3670,3537,6984,74,166,251,10.73964,22.29152
91,71,3913,3534,6982,81,176,262,10.55287,22.8176
91,71,4268,3531,6979,87,242,314,10.51254,23.463
91,71,3990,3528,6977,81,132,208,10.0407,23.92404
91,71,2998,3526,6974,27,0,31,9.70108,22.8414
91,71,2968,3523,6972,28,66,60,9.476959,21.23346
91,71,3185,3520,6970,68,172,223,9.971527,22.80496
91,71,4113,3517,6967,83,320,409,10.29031,26.28873
91,71,4364,3582,7027,95,422,549,12.13663,21.97958
91,71,4021,3579,7025,95,478,548,11.86499,19.76994
91,71,3993,3576,7022,97,505,525,11.38725,18.90359
91,71,3641,3573,7020,95,453,459,10.94977,20.35191
91,71,3645,3571,7017,95,476,480,10.8002,23.67694
91,71,3516,3568,7015,86,393,403,10.58006,27.11809
91,71,3838,3565,7012,93,414,420,10.35353,30.4343
91,71,3663,3562,7010,87,356,389,10.08284,31.84549
91,71,3452,3559,7007,71,260,266,10.4906,32.46654
91,71,3834,3557,7005,81,292,314,11.23703,31.63107
91,71,4066,3554,7002,90,274,343,12.06511,30.73116
91,71,4027,3551,7000,85,234,318,13.18062,30.22165
91,71,3594,3548,6997,80,225,309,13.08429,30.43234
91,71,4421,3545,6995,90,244,365,13.11911,29.66672
91,71,3771,3542,6993,78,179,275,13.23196,25.92551
91,71,4474,3540,6990,90,249,379,12.86668,22.71935
91,71,4198,3537,6988,84,189,308,12.32423,21.38722
91,71,4482,3534,6985,90,231,333,11.82393,21.27248
91,71,4261,3531,6983,90,228,323,11.56296,21.83591
91,71,4316,3528,6980,88,234,301,11.7363,22.13559
91,71,3139,3526,6978,40,0,67,11.33031,21.83003
91,71,2871,3523,6976,30,67,63,11.07205,21.58119
91,71,3844,3520,6973,74,217,234,11.55673,22.12534
91,71,3747,3517,6971,85,357,452,11.64684,24.19318
91,71,4348,3576,7025,97,398,493,11.67509,21.46269
91,71,4297,3573,7023,97,398,477,11.07349,20.12106
91,71,3995,3571,7021,94,401,452,10.67802,22.0078
91,71,4163,3568,7018,90,321,396,10.61557,24.04347
91,71,4013,3565,7016,89,325,364,10.79892,24.94264
91,71,4344,3562,7013,90,307,409,10.72891,26.03358
91,71,4237,3559,7011,87,283,369,10.92041,27.23442
91,71,3521,3557,7008,74,224,256,11.67099,28.78244
91,71,4486,3554,7006,86,274,336,12.51962,28.63188
91,71,4220,3551,7003,89,332,453,13.44258,28.33763
91,71,4212,3548,7001,81,245,357,13.92728,28.17545
91,71,3937,3545,6998,83,256,326,14.05992,27.82448
91,71,4460,3542,6996,88,285,424,13.68402,26.82611
91,71,4139,3540,6994,90,288,398,14.06473,23.35568
91,71,4628,3537,6991,94,289,414,13.53075,19.87004
91,71,4286,3534,6989,93,281,393,12.97891,19.76282
91,71,4620,3531,6986,94,309,422,12.90833,19.86772
91,71,4516,3528,6984,92,274,387,12.43935,21.32808
91,71,3684,3526,6981,62,0,132,12.58347,21.9888
91,71,3246,3523,6979,44,0,83,12.57358,21.70047
91,71,3234,3520,6977,64,136,197,12.99205,21.87042
91,71,4317,3517,6974,87,282,351,13.28728,23.11378
91,71,4708,3573,7026,96,315,446,11.31522,21.97337
91,71,4483,3571,7024,93,313,431,10.651,20.83411
91,71,4489,3568,7022,92,317,423,10.36191,22.37067
91,71,3952,3565,7019,88,276,321,10.493,23.16982
91,71,4645,3562,7017,92,338,420,10.73944,23.2981
91,71,4516,3559,7014,92,291,423,11.30655,22.77989
91,71,4283,3557,7012,88,231,341,12.14667,24.05493
91,71,3705,3554,7009,83,276,277,12.60735,25.42886
91,71,4515,3551,7007,91,376,473,13.606,25.94772
91,71,4411,3548,7004,87,341,466,13.99951,26.6738
91,71,3839,3545,7002,86,283,346,14.36475,25.86911
91,71,4350,3542,6999,88,336,446,14.26114,25.52493
91,71,4466,3540,6997,91,341,474,13.6969,24.58408
91,71,4379,3537,6995,95,390,533,13.88339,22.06075
91,71,4657,3534,6992,95,330,492,13.77855,18.79095
91,71,4366,3531,6990,92,315,441,13.49982,18.82928
91,71,4203,3528,6987,88,264,320,13.476,20.14835
91,71,3855,3526,6985,71,0,152,13.25873,21.9725
91,71,3169,3523,6982,43,0,73,13.26736,22.88606
91,71,3656,3520,6980,69,113,158,14.36453,22.3083
91,71,3590,3517,6978,81,219,273,14.41423,23.54459
91,71,4318,3514,6975,84,257,333,14.80927,24.8237
91,71,4588,3568,7025,91,347,495,10.18599,19.81551
91,71,4541,3565,7023,89,386,525,10.1105,20.14453
91,71,4124,3562,7020,89,376,430,10.28012,20.95937
91,71,4839,3559,7018,89,339,444,10.95818,22.27965
91,71,4660,3557,7015,88,269,398,12.08347,22.79636
91,71,4089,3554,7013,88,258,303,12.74832,22.92894
91,71,3941,3551,7010,89,385,404,13.32457,24.1196
91,71,4421,3548,7008,94,522,625,13.77554,25.13844
91,71,4254,3545,7005,94,508,661,14.22055,24.04407
91,71,4005,3542,7003,92,431,549,13.92856,24.52124
91,71,4135,3540,7000,93,483,610,13.5051,24.74196
91,71,4518,3531,6993,92,320,430,13.95575,20.08752
91,71,3833,3528,6991,85,176,194,13.62465,19.0831
91,71,3424,3526,6988,63,121,144,13.71399,21.20645
91,71,3277,3523,6986,57,108,125,13.93042,23.01755
91,71,3805,3520,6983,78,163,189,14.36517,23.66299
91,71,4031,3517,6981,85,201,238,15.23555,23.81313
91,71,3853,3514,6979,88,296,362,15.69073,25.56656
91,71,4225,3559,7021,91,429,493,10.37749,18.48569
91,71,4592,3554,7016,93,290,422,12.33142,21.67987
91,71,4070,3551,7014,89,327,387,12.92368,23.01497
91,71,4214,3548,7011,93,542,645,13.14845,23.60004
91,71,4084,3528,6994,91,204,259,13.30977,21.18982
91,71,4013,3526,6992,88,217,253,13.56647,20.51697
91,71,3888,3523,6989,84,186,199,13.83424,23.01324
91,71,3800,3520,6987,82,207,233,15.03549,24.46635
91,71,4315,3517,6984,89,242,296,15.196,24.81416
91,71,4403,3514,6982,93,277,346,15.94888,25.18483
91,71,4211,3512,6980,93,286,385,16.20544,27.89807
91,71,4565,3551,7017,93,385,505,12.27081,23.44998
91,71,4290,3548,7015,96,496,622,12.41742,24.61703
91,71,4506,3528,6998,94,273,373,11.8969,23.82791
91,71,4326,3526,6995,95,267,338,12.9734,22.6275
91,71,4097,3523,6993,94,223,275,14.02698,21.83022
91,71,4169,3520,6990,91,215,253,14.30707,25.26715
91,71,4166,3517,6988,90,303,344,15.30339,26.69415
91,71,4426,3514,6985,92,333,407,15.88339,25.86905
91,71,4373,3509,6981,92,298,416,16.01978,30.407
91,71,4439,3526,6999,96,333,444,11.52052,24.84622
91,71,4521,3523,6996,96,291,408,12.83032,24.38113
91,71,4354,3520,6994,96,296,384,14.41975,25.39052
91,71,4339,3517,6991,94,297,382,14.67317,27.66441
91,71,4252,3514,6989,92,416,496,15.62952,28.13138
92,71,4229,3540,6928,91,477,638,12.2468,23.7505
92,71,4045,3540,6931,90,475,658,11.51556,24.94908
92,71,4261,3537,6929,92,489,681,12.66342,25.74886
92,71,3933,3534,6927,88,394,573,12.18135,28.89561
92,71,4215,3542,6937,91,448,620,9.058258,26.86987
92,71,4199,3540,6935,93,440,652,10.73326,27.25713
92,71,3979,3537,6932,88,491,709,11.87466,28.17276
92,71,4160,3534,6930,84,402,585,11.99664,29.13873
92,71,3372,3531,6928,82,292,389,11.31764,29.78577
92,71,4255,3542,6941,90,384,560,8.637817,26.69269
92,71,4185,3540,6938,90,457,675,9.540573,27.76811
92,71,4076,3537,6936,90,393,602,10.50024,29.46558
92,71,3822,3534,6934,84,376,556,10.8924,31.29378
92,71,3741,3531,6931,86,257,371,10.67683,32.36853
92,71,3121,3528,6929,79,0,257,8.690033,26.95555
92,71,3051,3526,6926,70,0,154,6.707062,22.01398
92,71,4252,3545,6947,91,397,561,9.377777,23.97227
92,71,4348,3542,6944,92,402,595,9.167847,26.25912
92,71,3941,3540,6942,89,378,576,8.551636,27.7646
92,71,4294,3537,6939,92,435,638,8.818085,29.17697
92,71,3914,3534,6937,87,322,501,9.244171,30.46475
92,71,3235,3531,6935,83,250,348,9.519043,29.60951
92,71,2987,3528,6932,70,0,163,8.003754,24.6124
92,71,2833,3526,6930,54,0,90,5.968887,19.72066
92,71,2785,3523,6927,50,0,81,3.813324,18.80466
92,71,4059,3545,6950,88,341,534,9.504745,24.14415
92,71,4211,3542,6948,89,474,680,9.809357,25.52856
92,71,3948,3540,6945,87,296,465,9.004333,27.1181
92,71,4040,3537,6943,86,401,598,7.948761,27.20557
92,71,3922,3534,6940,82,294,448,7.399536,28.01198
92,71,3741,3531,6938,84,242,344,7.628036,27.67738
92,71,3162,3528,6936,79,173,257,6.91864,26.96375
92,71,2721,3526,6933,46,0,72,5.581497,20.47339
92,71,2411,3523,6931,19,0,20,3.712509,12.83525
92,71,2216,3520,6928,2,0,2,1.513672,11.54794
92,71,2127,3517,6926,0,0,0,0.2207031,5.930145
92,71,4358,3545,6954,92,334,517,9.249115,24.20361
92,71,3745,3542,6951,88,333,512,9.03595,24.80286
92,71,4042,3540,6949,87,305,465,8.990326,25.35062
92,71,3376,3537,6946,75,191,321,8.027893,25.28596
92,71,3767,3534,6944,76,220,337,6.668533,25.34427
92,71,3205,3531,6941,71,153,229,5.738968,22.73837
92,71,3092,3528,6939,58,0,143,5.009613,19.89642
92,71,2660,3526,6937,23,0,29,4.458969,19.03294
92,71,2194,3523,6934,7,0,7,3.654221,15.21242
92,71,1992,3520,6932,0,0,0,1.948853,6.049652
92,71,1911,3517,6929,0,0,0,0.2696838,1.843353
92,71,4375,3545,6957,93,384,567,8.52066,25.98824
92,71,4062,3542,6955,86,222,367,8.170166,24.17564
92,71,3851,3540,6952,85,245,368,7.729843,23.31914
92,71,3490,3537,6950,75,111,211,7.21611,21.34151
92,71,3171,3534,6947,56,140,155,5.980515,20.81927
92,71,3174,3531,6945,61,0,141,4.979431,18.51572
92,71,2838,3528,6942,33,0,46,3.7659,13.70763
92,71,2367,3526,6940,6,0,5,2.781113,10.72298
92,71,1952,3523,6938,0,0,0,2.985748,7.595078
92,71,2039,3520,6935,0,0,0,2.174988,6.806747
92,71,4449,3571,6982,96,396,519,9.929016,22.92879
92,71,3860,3568,6980,93,337,512,9.066269,25.75018
92,71,4648,3548,6963,94,332,453,8.114395,26.10222
92,71,4428,3545,6960,90,337,491,7.636841,27.24399
92,71,4290,3542,6958,86,256,405,7.043457,25.79684
92,71,3429,3540,6956,76,134,208,6.556015,21.57011
92,71,3674,3537,6953,77,126,198,5.931168,19.7496
92,71,2779,3534,6951,38,0,46,5.063568,17.95781
92,71,2972,3531,6948,35,0,47,4.194931,15.54883
92,71,2581,3528,6946,5,0,3,3.793381,8.356491
92,71,2222,3526,6944,1,0,0,2.587738,8.343216
92,71,1910,3523,6941,0,0,0,2.058685,4.318146
92,71,2098,3520,6939,0,0,0,2.198273,4.142624
92,71,4569,3576,6991,96,431,616,11.07358,18.38147
92,71,4334,3571,6986,96,442,609,9.567337,22.93658
92,71,4013,3568,6983,93,339,490,8.635483,26.24367
92,71,3640,3565,6981,95,427,577,7.748367,28.90558
92,71,4025,3562,6979,96,408,575,7.234207,29.93736
92,71,4420,3551,6969,94,353,549,6.717758,25.37006
92,71,4273,3548,6966,92,342,511,6.602173,24.11938
92,71,4412,3545,6964,87,284,400,6.497498,25.71439
92,71,3712,3542,6961,82,200,300,5.999466,25.71371
92,71,3380,3540,6959,59,0,127,5.397659,23.22841
92,71,3125,3537,6957,47,0,86,4.962494,18.99104
92,71,2763,3534,6954,19,0,17,4.199158,16.2408
92,71,2277,3531,6952,4,0,2,3.840546,15.24603
92,71,2182,3528,6949,0,0,0,3.702515,12.64716
92,71,2025,3526,6947,0,0,0,3.019714,11.20688
92,71,2031,3523,6945,0,0,0,2.535767,9.523361
92,71,2229,3520,6942,2,0,2,2.374603,7.779633
92,71,4546,3579,6997,93,432,623,10.88516,17.19116
92,71,4426,3576,6994,95,485,655,10.53188,18.96767
92,71,4540,3573,6992,95,444,613,10.202,20.07368
92,71,4442,3571,6989,93,389,543,9.146835,22.98575
